"strainID"	"COG_category"	"frequency"
"P_priscuii_LFX-15B1"	"D, Z"	1
"P_proteolyticus_116"	"D, Z"	0
"P_pulmonis_ES2-W5a2"	"D, Z"	2
"P_pulmonis_S-606"	"D, Z"	1
"P_salsus_DD48"	"D, Z"	0
"P_sanguinis_10070"	"D, Z"	0
"P_sanguinis_13983"	"D, Z"	0
"P_sanguinis_1501"	"D, Z"	0
"P_sanguinis_92"	"D, Z"	0
"P_sp_1044"	"D, Z"	1
"P_sp_2pS"	"D, Z"	0
"P_sp_72-O-c"	"D, Z"	0
"P_sp_CMS30"	"D, Z"	0
"P_sp_DD43"	"D, Z"	1
"P_sp_H7-1"	"D, Z"	0
"P_sp_H8-1"	"D, Z"	0
"P_sp_HII-4"	"D, Z"	0
"P_sp_IAM12030_72-O-c"	"D, Z"	0
"P_sp_JCM18900"	"D, Z"	0
"P_sp_JCM18902"	"D, Z"	1
"P_sp_JCM18903"	"D, Z"	1
"P_sp_NC44"	"D, Z"	1
"P_sp_Pi2-1"	"D, Z"	0
"P_sp_Pi2-51"	"D, Z"	0
"P_sp_Pi2-52"	"D, Z"	0
"P_submarinus_KMM225"	"D, Z"	0
"P_urativorans_ACAM311"	"D, Z"	0
"P_urativorans_ACAM534"	"D, Z"	0
"P_vallis_CMS39"	"D, Z"	2
"P_adeliensis_SJ14"	"E"	199
"P_aestuarii_SC35"	"E"	177
"P_alimentarius_JG100"	"E"	193
"P_alimentarius_JG102"	"E"	200
"P_aquaticus_CMS56"	"E"	176
"P_aquimaris_SW-210"	"E"	194
"P_arcticus_273-4"	"E"	145
"P_arenosus_R7"	"E"	196
"P_celer_SW-238"	"E"	166
"P_cibarius_JG-219"	"E"	184
"P_cibarius_JG-220"	"E"	200
"P_ciconiae_176-10"	"E"	141
"P_cryohalolentis_K5"	"E"	194
"P_faecalis_Iso-46"	"E"	168
"P_faecalis_PBFP-1"	"E"	174
"P_fjordensis_BSw21516B"	"E"	209
"P_fozii_NF23"	"E"	215
"P_frigidicola_ACAM304"	"E"	157
"P_frigidicola_ACAM309"	"E"	157
"P_fulvigenes_KC-40"	"E"	189
"P_glaciei_Blc20019"	"E"	207
"P_glacincola_1447"	"E"	192
"P_glacincola_ACAM483"	"E"	164
"P_immobilis_1159"	"E"	187
"P_immobilis_1184"	"E"	178
"P_immobilis_1347"	"E"	165
"P_immobilis_1555"	"E"	194
"P_immobilis_1617"	"E"	194
"P_immobilis_1745"	"E"	190
"P_immobilis_252"	"E"	182
"P_immobilis_A-11"	"E"	172
"P_immobilis_A-19"	"E"	178
"P_immobilis_A1007"	"E"	184
"P_immobilis_A1014"	"E"	187
"P_immobilis_A351"	"E"	186
"P_immobilis_A352"	"E"	185
"P_immobilis_Liston1000"	"E"	192
"P_immobilis_NC10"	"E"	195
"P_immobilis_NCIMB357"	"E"	184
"P_immobilis_NCIMB361"	"E"	185
"P_immobilis_NCIMB362"	"E"	179
"P_immobilis_S3"	"E"	169
"P_jeotgali_YKJ-103"	"E"	176
"P_luti_NF11"	"E"	176
"P_lutiphocae_IMMIBL-1110"	"E"	180
"P_marincola_KMM227"	"E"	201
"P_maritimus_Pi2-20"	"E"	182
"P_maritimus_Pi2-25"	"E"	180
"P_namhaensis_SW-242"	"E"	160
"P_nivimaris_88-2-7"	"E"	190
"P_oceani_4k5"	"E"	166
"P_okhotskensis_A1004"	"E"	176
"P_okhotskensis_MD17"	"E"	176
"P_pacificensis_NIBH-P2K6"	"E"	171
"P_phenylpyruvicus_ACAM535"	"E"	168
"P_piscatorii_T-3-2"	"E"	202
"P_priscuii_LFX-15B1"	"E"	193
"P_proteolyticus_116"	"E"	192
"P_pulmonis_ES2-W5a2"	"E"	194
"P_pulmonis_S-606"	"E"	172
"P_salsus_DD48"	"E"	165
"P_sanguinis_10070"	"E"	177
"P_sanguinis_13983"	"E"	174
"P_sanguinis_1501"	"E"	168
"P_sanguinis_92"	"E"	177
"P_sp_1044"	"E"	189
"P_sp_2pS"	"E"	195
"P_sp_72-O-c"	"E"	187
"P_sp_CMS30"	"E"	178
"P_sp_DD43"	"E"	192
"P_sp_H7-1"	"E"	179
"P_sp_H8-1"	"E"	186
"P_sp_HII-4"	"E"	167
"P_sp_IAM12030_72-O-c"	"E"	187
"P_sp_JCM18900"	"E"	208
"P_sp_JCM18902"	"E"	188
"P_sp_JCM18903"	"E"	194
"P_sp_NC44"	"E"	185
"P_sp_Pi2-1"	"E"	187
"P_sp_Pi2-51"	"E"	205
"P_sp_Pi2-52"	"E"	189
"P_submarinus_KMM225"	"E"	176
"P_urativorans_ACAM311"	"E"	155
"P_urativorans_ACAM534"	"E"	198
"P_vallis_CMS39"	"E"	187
"P_adeliensis_SJ14"	"E, F"	0
"P_aestuarii_SC35"	"E, F"	0
"P_alimentarius_JG100"	"E, F"	0
"P_alimentarius_JG102"	"E, F"	0
"P_aquaticus_CMS56"	"E, F"	0
"P_aquimaris_SW-210"	"E, F"	0
"P_arcticus_273-4"	"E, F"	0
"P_arenosus_R7"	"E, F"	0
"P_celer_SW-238"	"E, F"	0
"P_cibarius_JG-219"	"E, F"	0
"P_cibarius_JG-220"	"E, F"	0
"P_ciconiae_176-10"	"E, F"	0
"P_cryohalolentis_K5"	"E, F"	0
"P_faecalis_Iso-46"	"E, F"	0
"P_faecalis_PBFP-1"	"E, F"	0
"P_fjordensis_BSw21516B"	"E, F"	0
"P_fozii_NF23"	"E, F"	0
"P_frigidicola_ACAM304"	"E, F"	0
"P_frigidicola_ACAM309"	"E, F"	0
"P_fulvigenes_KC-40"	"E, F"	1
"P_glaciei_Blc20019"	"E, F"	0
"P_glacincola_1447"	"E, F"	0
"P_glacincola_ACAM483"	"E, F"	0
"P_immobilis_1159"	"E, F"	0
"P_immobilis_1184"	"E, F"	0
"P_immobilis_1347"	"E, F"	0
"P_immobilis_1555"	"E, F"	0
"P_immobilis_1617"	"E, F"	0
"P_immobilis_1745"	"E, F"	0
"P_immobilis_252"	"E, F"	0
"P_immobilis_A-11"	"E, F"	0
"P_immobilis_A-19"	"E, F"	0
"P_immobilis_A1007"	"E, F"	0
"P_immobilis_A1014"	"E, F"	0
"P_immobilis_A351"	"E, F"	0
"P_immobilis_A352"	"E, F"	0
"P_immobilis_Liston1000"	"E, F"	0
"P_immobilis_NC10"	"E, F"	0
"P_immobilis_NCIMB357"	"E, F"	0
"P_immobilis_NCIMB361"	"E, F"	0
"P_immobilis_NCIMB362"	"E, F"	0
"P_immobilis_S3"	"E, F"	0
"P_jeotgali_YKJ-103"	"E, F"	0
"P_luti_NF11"	"E, F"	0
"P_lutiphocae_IMMIBL-1110"	"E, F"	0
"P_marincola_KMM227"	"E, F"	0
"P_maritimus_Pi2-20"	"E, F"	0
"P_maritimus_Pi2-25"	"E, F"	0
"P_namhaensis_SW-242"	"E, F"	0
"P_nivimaris_88-2-7"	"E, F"	0
"P_oceani_4k5"	"E, F"	0
"P_okhotskensis_A1004"	"E, F"	0
"P_okhotskensis_MD17"	"E, F"	1
"P_pacificensis_NIBH-P2K6"	"E, F"	0
"P_phenylpyruvicus_ACAM535"	"E, F"	0
"P_piscatorii_T-3-2"	"E, F"	0
"P_priscuii_LFX-15B1"	"E, F"	0
"P_proteolyticus_116"	"E, F"	0
"P_pulmonis_ES2-W5a2"	"E, F"	0
"P_pulmonis_S-606"	"E, F"	0
"P_salsus_DD48"	"E, F"	0
"P_sanguinis_10070"	"E, F"	1
"P_sanguinis_13983"	"E, F"	0
"P_sanguinis_1501"	"E, F"	0
"P_sanguinis_92"	"E, F"	0
"P_sp_1044"	"E, F"	0
"P_sp_2pS"	"E, F"	0
"P_sp_72-O-c"	"E, F"	0
"P_sp_CMS30"	"E, F"	0
"P_sp_DD43"	"E, F"	0
"P_sp_H7-1"	"E, F"	0
"P_sp_H8-1"	"E, F"	0
"P_sp_HII-4"	"E, F"	0
"P_sp_IAM12030_72-O-c"	"E, F"	0
"P_sp_JCM18900"	"E, F"	0
"P_sp_JCM18902"	"E, F"	0
"P_sp_JCM18903"	"E, F"	0
"P_sp_NC44"	"E, F"	0
"P_sp_Pi2-1"	"E, F"	0
"P_sp_Pi2-51"	"E, F"	0
"P_sp_Pi2-52"	"E, F"	0
"P_submarinus_KMM225"	"E, F"	0
"P_urativorans_ACAM311"	"E, F"	0
"P_urativorans_ACAM534"	"E, F"	1
"P_vallis_CMS39"	"E, F"	0
"P_adeliensis_SJ14"	"E, G"	3
"P_aestuarii_SC35"	"E, G"	3
"P_alimentarius_JG100"	"E, G"	6
"P_alimentarius_JG102"	"E, G"	7
"P_aquaticus_CMS56"	"E, G"	5
"P_aquimaris_SW-210"	"E, G"	4
"P_arcticus_273-4"	"E, G"	3
"P_arenosus_R7"	"E, G"	5
"P_celer_SW-238"	"E, G"	5
"P_cibarius_JG-219"	"E, G"	3
"P_cibarius_JG-220"	"E, G"	3
"P_ciconiae_176-10"	"E, G"	0
"P_cryohalolentis_K5"	"E, G"	3
"P_faecalis_Iso-46"	"E, G"	4
"P_faecalis_PBFP-1"	"E, G"	4
"P_fjordensis_BSw21516B"	"E, G"	6
"P_fozii_NF23"	"E, G"	5
"P_frigidicola_ACAM304"	"E, G"	1
"P_frigidicola_ACAM309"	"E, G"	2
"P_fulvigenes_KC-40"	"E, G"	2
"P_glaciei_Blc20019"	"E, G"	6
"P_glacincola_1447"	"E, G"	4
"P_glacincola_ACAM483"	"E, G"	3
"P_immobilis_1159"	"E, G"	4
"P_immobilis_1184"	"E, G"	4
"P_immobilis_1347"	"E, G"	2
"P_immobilis_1555"	"E, G"	3
"P_immobilis_1617"	"E, G"	3
"P_immobilis_1745"	"E, G"	4
"P_immobilis_252"	"E, G"	3
"P_immobilis_A-11"	"E, G"	5
"P_immobilis_A-19"	"E, G"	4
"P_immobilis_A1007"	"E, G"	3
"P_immobilis_A1014"	"E, G"	4
"P_immobilis_A351"	"E, G"	3
"P_immobilis_A352"	"E, G"	4
"P_immobilis_Liston1000"	"E, G"	4
"P_immobilis_NC10"	"E, G"	5
"P_immobilis_NCIMB357"	"E, G"	3
"P_immobilis_NCIMB361"	"E, G"	3
"P_immobilis_NCIMB362"	"E, G"	3
"P_immobilis_S3"	"E, G"	6
"P_jeotgali_YKJ-103"	"E, G"	3
"P_luti_NF11"	"E, G"	2
"P_lutiphocae_IMMIBL-1110"	"E, G"	4
"P_marincola_KMM227"	"E, G"	3
"P_maritimus_Pi2-20"	"E, G"	3
"P_maritimus_Pi2-25"	"E, G"	4
"P_namhaensis_SW-242"	"E, G"	2
"P_nivimaris_88-2-7"	"E, G"	4
"P_oceani_4k5"	"E, G"	4
"P_okhotskensis_A1004"	"E, G"	4
"P_okhotskensis_MD17"	"E, G"	4
"P_pacificensis_NIBH-P2K6"	"E, G"	4
"P_phenylpyruvicus_ACAM535"	"E, G"	3
"P_piscatorii_T-3-2"	"E, G"	6
"P_priscuii_LFX-15B1"	"E, G"	3
"P_proteolyticus_116"	"E, G"	3
"P_pulmonis_ES2-W5a2"	"E, G"	4
"P_pulmonis_S-606"	"E, G"	1
"P_salsus_DD48"	"E, G"	2
"P_sanguinis_10070"	"E, G"	5
"P_sanguinis_13983"	"E, G"	4
"P_sanguinis_1501"	"E, G"	5
"P_sanguinis_92"	"E, G"	4
"P_sp_1044"	"E, G"	3
"P_sp_2pS"	"E, G"	7
"P_sp_72-O-c"	"E, G"	3
"P_sp_CMS30"	"E, G"	4
"P_sp_DD43"	"E, G"	2
"P_sp_H7-1"	"E, G"	6
"P_sp_H8-1"	"E, G"	2
"P_sp_HII-4"	"E, G"	2
"P_sp_IAM12030_72-O-c"	"E, G"	3
"P_sp_JCM18900"	"E, G"	5
"P_sp_JCM18902"	"E, G"	3
"P_sp_JCM18903"	"E, G"	3
"P_sp_NC44"	"E, G"	5
"P_sp_Pi2-1"	"E, G"	3
"P_sp_Pi2-51"	"E, G"	5
"P_sp_Pi2-52"	"E, G"	4
"P_submarinus_KMM225"	"E, G"	3
"P_urativorans_ACAM311"	"E, G"	2
"P_urativorans_ACAM534"	"E, G"	6
"P_vallis_CMS39"	"E, G"	4
"P_adeliensis_SJ14"	"E, H"	2
"P_aestuarii_SC35"	"E, H"	3
"P_alimentarius_JG100"	"E, H"	3
"P_alimentarius_JG102"	"E, H"	3
"P_aquaticus_CMS56"	"E, H"	2
"P_aquimaris_SW-210"	"E, H"	2
"P_arcticus_273-4"	"E, H"	2
"P_arenosus_R7"	"E, H"	2
"P_celer_SW-238"	"E, H"	2
"P_cibarius_JG-219"	"E, H"	2
"P_cibarius_JG-220"	"E, H"	2
"P_ciconiae_176-10"	"E, H"	2
"P_cryohalolentis_K5"	"E, H"	2
"P_faecalis_Iso-46"	"E, H"	2
"P_faecalis_PBFP-1"	"E, H"	2
"P_fjordensis_BSw21516B"	"E, H"	2
"P_fozii_NF23"	"E, H"	3
"P_frigidicola_ACAM304"	"E, H"	2
"P_frigidicola_ACAM309"	"E, H"	2
"P_fulvigenes_KC-40"	"E, H"	2
"P_glaciei_Blc20019"	"E, H"	2
"P_glacincola_1447"	"E, H"	2
"P_glacincola_ACAM483"	"E, H"	2
"P_immobilis_1159"	"E, H"	2
"P_immobilis_1184"	"E, H"	2
"P_immobilis_1347"	"E, H"	2
"P_immobilis_1555"	"E, H"	2
"P_immobilis_1617"	"E, H"	2
"P_immobilis_1745"	"E, H"	2
"P_immobilis_252"	"E, H"	2
"P_immobilis_A-11"	"E, H"	2
"P_immobilis_A-19"	"E, H"	2
"P_immobilis_A1007"	"E, H"	2
"P_immobilis_A1014"	"E, H"	2
"P_immobilis_A351"	"E, H"	2
"P_immobilis_A352"	"E, H"	2
"P_immobilis_Liston1000"	"E, H"	2
"P_immobilis_NC10"	"E, H"	2
"P_immobilis_NCIMB357"	"E, H"	2
"P_immobilis_NCIMB361"	"E, H"	2
"P_immobilis_NCIMB362"	"E, H"	2
"P_immobilis_S3"	"E, H"	2
"P_jeotgali_YKJ-103"	"E, H"	2
"P_luti_NF11"	"E, H"	2
"P_lutiphocae_IMMIBL-1110"	"E, H"	2
"P_marincola_KMM227"	"E, H"	2
"P_maritimus_Pi2-20"	"E, H"	2
"P_maritimus_Pi2-25"	"E, H"	2
"P_namhaensis_SW-242"	"E, H"	2
"P_nivimaris_88-2-7"	"E, H"	2
"P_oceani_4k5"	"E, H"	2
"P_okhotskensis_A1004"	"E, H"	2
"P_okhotskensis_MD17"	"E, H"	2
"P_pacificensis_NIBH-P2K6"	"E, H"	3
"P_phenylpyruvicus_ACAM535"	"E, H"	2
"P_piscatorii_T-3-2"	"E, H"	2
"P_priscuii_LFX-15B1"	"E, H"	2
"P_proteolyticus_116"	"E, H"	2
"P_pulmonis_ES2-W5a2"	"E, H"	2
"P_pulmonis_S-606"	"E, H"	2
"P_salsus_DD48"	"E, H"	2
"P_sanguinis_10070"	"E, H"	2
"P_sanguinis_13983"	"E, H"	2
"P_sanguinis_1501"	"E, H"	2
"P_sanguinis_92"	"E, H"	2
"P_sp_1044"	"E, H"	2
"P_sp_2pS"	"E, H"	2
"P_sp_72-O-c"	"E, H"	2
"P_sp_CMS30"	"E, H"	2
"P_sp_DD43"	"E, H"	2
"P_sp_H7-1"	"E, H"	6
"P_sp_H8-1"	"E, H"	3
"P_sp_HII-4"	"E, H"	2
"P_sp_IAM12030_72-O-c"	"E, H"	2
"P_sp_JCM18900"	"E, H"	3
"P_sp_JCM18902"	"E, H"	3
"P_sp_JCM18903"	"E, H"	3
"P_sp_NC44"	"E, H"	2
"P_sp_Pi2-1"	"E, H"	2
"P_sp_Pi2-51"	"E, H"	2
"P_sp_Pi2-52"	"E, H"	2
"P_submarinus_KMM225"	"E, H"	2
"P_urativorans_ACAM311"	"E, H"	2
"P_urativorans_ACAM534"	"E, H"	2
"P_vallis_CMS39"	"E, H"	2
"P_adeliensis_SJ14"	"E, P"	2
"P_aestuarii_SC35"	"E, P"	1
"P_alimentarius_JG100"	"E, P"	3
"P_alimentarius_JG102"	"E, P"	3
"P_aquaticus_CMS56"	"E, P"	1
"P_aquimaris_SW-210"	"E, P"	3
"P_arcticus_273-4"	"E, P"	0
"P_arenosus_R7"	"E, P"	2
"P_celer_SW-238"	"E, P"	0
"P_cibarius_JG-219"	"E, P"	2
"P_cibarius_JG-220"	"E, P"	2
"P_ciconiae_176-10"	"E, P"	0
"P_cryohalolentis_K5"	"E, P"	2
"P_faecalis_Iso-46"	"E, P"	2
"P_faecalis_PBFP-1"	"E, P"	2
"P_fjordensis_BSw21516B"	"E, P"	2
"P_fozii_NF23"	"E, P"	2
"P_frigidicola_ACAM304"	"E, P"	0
"P_frigidicola_ACAM309"	"E, P"	0
"P_fulvigenes_KC-40"	"E, P"	2
"P_glaciei_Blc20019"	"E, P"	2
"P_glacincola_1447"	"E, P"	2
"P_glacincola_ACAM483"	"E, P"	0
"P_immobilis_1159"	"E, P"	2
"P_immobilis_1184"	"E, P"	0
"P_immobilis_1347"	"E, P"	0
"P_immobilis_1555"	"E, P"	2
"P_immobilis_1617"	"E, P"	2
"P_immobilis_1745"	"E, P"	2
"P_immobilis_252"	"E, P"	2
"P_immobilis_A-11"	"E, P"	2
"P_immobilis_A-19"	"E, P"	2
"P_immobilis_A1007"	"E, P"	2
"P_immobilis_A1014"	"E, P"	2
"P_immobilis_A351"	"E, P"	2
"P_immobilis_A352"	"E, P"	3
"P_immobilis_Liston1000"	"E, P"	2
"P_immobilis_NC10"	"E, P"	2
"P_immobilis_NCIMB357"	"E, P"	2
"P_immobilis_NCIMB361"	"E, P"	2
"P_immobilis_NCIMB362"	"E, P"	2
"P_immobilis_S3"	"E, P"	2
"P_jeotgali_YKJ-103"	"E, P"	2
"P_luti_NF11"	"E, P"	2
"P_lutiphocae_IMMIBL-1110"	"E, P"	4
"P_marincola_KMM227"	"E, P"	2
"P_maritimus_Pi2-20"	"E, P"	0
"P_maritimus_Pi2-25"	"E, P"	2
"P_namhaensis_SW-242"	"E, P"	0
"P_nivimaris_88-2-7"	"E, P"	0
"P_oceani_4k5"	"E, P"	2
"P_okhotskensis_A1004"	"E, P"	2
"P_okhotskensis_MD17"	"E, P"	2
"P_pacificensis_NIBH-P2K6"	"E, P"	2
"P_phenylpyruvicus_ACAM535"	"E, P"	2
"P_piscatorii_T-3-2"	"E, P"	3
"P_priscuii_LFX-15B1"	"E, P"	0
"P_proteolyticus_116"	"E, P"	2
"P_pulmonis_ES2-W5a2"	"E, P"	2
"P_pulmonis_S-606"	"E, P"	0
"P_salsus_DD48"	"E, P"	0
"P_sanguinis_10070"	"E, P"	2
"P_sanguinis_13983"	"E, P"	2
"P_sanguinis_1501"	"E, P"	2
"P_sanguinis_92"	"E, P"	2
"P_sp_1044"	"E, P"	2
"P_sp_2pS"	"E, P"	3
"P_sp_72-O-c"	"E, P"	0
"P_sp_CMS30"	"E, P"	2
"P_sp_DD43"	"E, P"	0
"P_sp_H7-1"	"E, P"	2
"P_sp_H8-1"	"E, P"	2
"P_sp_HII-4"	"E, P"	0
"P_sp_IAM12030_72-O-c"	"E, P"	0
"P_sp_JCM18900"	"E, P"	2
"P_sp_JCM18902"	"E, P"	2
"P_sp_JCM18903"	"E, P"	2
"P_sp_NC44"	"E, P"	2
"P_sp_Pi2-1"	"E, P"	2
"P_sp_Pi2-51"	"E, P"	2
"P_sp_Pi2-52"	"E, P"	2
"P_submarinus_KMM225"	"E, P"	0
"P_urativorans_ACAM311"	"E, P"	0
"P_urativorans_ACAM534"	"E, P"	2
"P_vallis_CMS39"	"E, P"	3
"P_adeliensis_SJ14"	"E, Q"	0
"P_aestuarii_SC35"	"E, Q"	0
"P_alimentarius_JG100"	"E, Q"	0
"P_alimentarius_JG102"	"E, Q"	0
"P_aquaticus_CMS56"	"E, Q"	0
"P_aquimaris_SW-210"	"E, Q"	0
"P_arcticus_273-4"	"E, Q"	1
"P_arenosus_R7"	"E, Q"	0
"P_celer_SW-238"	"E, Q"	0
"P_cibarius_JG-219"	"E, Q"	0
"P_cibarius_JG-220"	"E, Q"	0
"P_ciconiae_176-10"	"E, Q"	0
"P_cryohalolentis_K5"	"E, Q"	0
"P_faecalis_Iso-46"	"E, Q"	0
"P_faecalis_PBFP-1"	"E, Q"	0
"P_fjordensis_BSw21516B"	"E, Q"	0
"P_fozii_NF23"	"E, Q"	0
"P_frigidicola_ACAM304"	"E, Q"	0
"P_frigidicola_ACAM309"	"E, Q"	0
"P_fulvigenes_KC-40"	"E, Q"	0
"P_glaciei_Blc20019"	"E, Q"	0
"P_glacincola_1447"	"E, Q"	0
"P_glacincola_ACAM483"	"E, Q"	0
"P_immobilis_1159"	"E, Q"	0
"P_immobilis_1184"	"E, Q"	0
"P_immobilis_1347"	"E, Q"	0
"P_immobilis_1555"	"E, Q"	0
"P_immobilis_1617"	"E, Q"	0
"P_immobilis_1745"	"E, Q"	0
"P_immobilis_252"	"E, Q"	0
"P_immobilis_A-11"	"E, Q"	0
"P_immobilis_A-19"	"E, Q"	0
"P_immobilis_A1007"	"E, Q"	0
"P_immobilis_A1014"	"E, Q"	0
"P_immobilis_A351"	"E, Q"	0
"P_immobilis_A352"	"E, Q"	0
"P_immobilis_Liston1000"	"E, Q"	0
"P_immobilis_NC10"	"E, Q"	0
"P_immobilis_NCIMB357"	"E, Q"	0
"P_immobilis_NCIMB361"	"E, Q"	0
"P_immobilis_NCIMB362"	"E, Q"	0
"P_immobilis_S3"	"E, Q"	0
"P_jeotgali_YKJ-103"	"E, Q"	0
"P_luti_NF11"	"E, Q"	0
"P_lutiphocae_IMMIBL-1110"	"E, Q"	0
"P_marincola_KMM227"	"E, Q"	0
"P_maritimus_Pi2-20"	"E, Q"	0
"P_maritimus_Pi2-25"	"E, Q"	0
"P_namhaensis_SW-242"	"E, Q"	0
"P_nivimaris_88-2-7"	"E, Q"	0
"P_oceani_4k5"	"E, Q"	0
"P_okhotskensis_A1004"	"E, Q"	0
"P_okhotskensis_MD17"	"E, Q"	0
"P_pacificensis_NIBH-P2K6"	"E, Q"	0
"P_phenylpyruvicus_ACAM535"	"E, Q"	0
"P_piscatorii_T-3-2"	"E, Q"	0
"P_priscuii_LFX-15B1"	"E, Q"	0
"P_proteolyticus_116"	"E, Q"	0
"P_pulmonis_ES2-W5a2"	"E, Q"	0
"P_pulmonis_S-606"	"E, Q"	0
"P_salsus_DD48"	"E, Q"	0
"P_sanguinis_10070"	"E, Q"	0
"P_sanguinis_13983"	"E, Q"	0
"P_sanguinis_1501"	"E, Q"	0
"P_sanguinis_92"	"E, Q"	0
"P_sp_1044"	"E, Q"	0
"P_sp_2pS"	"E, Q"	0
"P_sp_72-O-c"	"E, Q"	0
"P_sp_CMS30"	"E, Q"	0
"P_sp_DD43"	"E, Q"	0
"P_sp_H7-1"	"E, Q"	0
"P_sp_H8-1"	"E, Q"	0
"P_sp_HII-4"	"E, Q"	0
"P_sp_IAM12030_72-O-c"	"E, Q"	0
"P_sp_JCM18900"	"E, Q"	0
"P_sp_JCM18902"	"E, Q"	0
"P_sp_JCM18903"	"E, Q"	0
"P_sp_NC44"	"E, Q"	0
"P_sp_Pi2-1"	"E, Q"	0
"P_sp_Pi2-51"	"E, Q"	0
"P_sp_Pi2-52"	"E, Q"	0
"P_submarinus_KMM225"	"E, Q"	0
"P_urativorans_ACAM311"	"E, Q"	0
"P_urativorans_ACAM534"	"E, Q"	0
"P_vallis_CMS39"	"E, Q"	0
"P_adeliensis_SJ14"	"F"	73
"P_aestuarii_SC35"	"F"	59
"P_alimentarius_JG100"	"F"	61
"P_alimentarius_JG102"	"F"	59
"P_aquaticus_CMS56"	"F"	61
"P_aquimaris_SW-210"	"F"	71
"P_arcticus_273-4"	"F"	54
"P_arenosus_R7"	"F"	72
"P_celer_SW-238"	"F"	59
"P_cibarius_JG-219"	"F"	65
"P_cibarius_JG-220"	"F"	66
"P_ciconiae_176-10"	"F"	65
"P_cryohalolentis_K5"	"F"	71
"P_faecalis_Iso-46"	"F"	68
"P_faecalis_PBFP-1"	"F"	68
"P_fjordensis_BSw21516B"	"F"	69
"P_fozii_NF23"	"F"	76
"P_frigidicola_ACAM304"	"F"	73
"P_frigidicola_ACAM309"	"F"	71
"P_fulvigenes_KC-40"	"F"	64
"P_glaciei_Blc20019"	"F"	61
"P_glacincola_1447"	"F"	68
"P_glacincola_ACAM483"	"F"	76
"P_immobilis_1159"	"F"	62
"P_immobilis_1184"	"F"	78
"P_immobilis_1347"	"F"	71
"P_immobilis_1555"	"F"	66
"P_immobilis_1617"	"F"	66
"P_immobilis_1745"	"F"	71
"P_immobilis_252"	"F"	62
"P_immobilis_A-11"	"F"	63
"P_immobilis_A-19"	"F"	67
"P_immobilis_A1007"	"F"	61
"P_immobilis_A1014"	"F"	61
"P_immobilis_A351"	"F"	71
"P_immobilis_A352"	"F"	68
"P_immobilis_Liston1000"	"F"	73
"P_immobilis_NC10"	"F"	62
"P_immobilis_NCIMB357"	"F"	66
"P_immobilis_NCIMB361"	"F"	66
"P_immobilis_NCIMB362"	"F"	68
"P_immobilis_S3"	"F"	60
"P_jeotgali_YKJ-103"	"F"	70
"P_luti_NF11"	"F"	64
"P_lutiphocae_IMMIBL-1110"	"F"	63
"P_marincola_KMM227"	"F"	71
"P_maritimus_Pi2-20"	"F"	70
"P_maritimus_Pi2-25"	"F"	69
"P_namhaensis_SW-242"	"F"	65
"P_nivimaris_88-2-7"	"F"	71
"P_oceani_4k5"	"F"	68
"P_okhotskensis_A1004"	"F"	63
"P_okhotskensis_MD17"	"F"	60
"P_pacificensis_NIBH-P2K6"	"F"	79
"P_phenylpyruvicus_ACAM535"	"F"	63
"P_piscatorii_T-3-2"	"F"	79
"P_priscuii_LFX-15B1"	"F"	71
"P_proteolyticus_116"	"F"	71
"P_pulmonis_ES2-W5a2"	"F"	69
"P_pulmonis_S-606"	"F"	67
"P_salsus_DD48"	"F"	70
"P_sanguinis_10070"	"F"	61
"P_sanguinis_13983"	"F"	60
"P_sanguinis_1501"	"F"	63
"P_sanguinis_92"	"F"	63
"P_sp_1044"	"F"	66
"P_sp_2pS"	"F"	69
"P_sp_72-O-c"	"F"	71
"P_sp_CMS30"	"F"	68
"P_sp_DD43"	"F"	71
"P_sp_H7-1"	"F"	59
"P_sp_H8-1"	"F"	65
"P_sp_HII-4"	"F"	58
"P_sp_IAM12030_72-O-c"	"F"	71
"P_sp_JCM18900"	"F"	78
"P_sp_JCM18902"	"F"	66
"P_sp_JCM18903"	"F"	67
"P_sp_NC44"	"F"	69
"P_sp_Pi2-1"	"F"	72
"P_sp_Pi2-51"	"F"	62
"P_sp_Pi2-52"	"F"	78
"P_submarinus_KMM225"	"F"	70
"P_urativorans_ACAM311"	"F"	72
"P_urativorans_ACAM534"	"F"	74
"P_vallis_CMS39"	"F"	59
"P_adeliensis_SJ14"	"F, G"	2
"P_aestuarii_SC35"	"F, G"	2
"P_alimentarius_JG100"	"F, G"	2
"P_alimentarius_JG102"	"F, G"	2
"P_aquaticus_CMS56"	"F, G"	2
"P_aquimaris_SW-210"	"F, G"	2
"P_arcticus_273-4"	"F, G"	2
"P_arenosus_R7"	"F, G"	2
"P_celer_SW-238"	"F, G"	2
"P_cibarius_JG-219"	"F, G"	2
"P_cibarius_JG-220"	"F, G"	2
"P_ciconiae_176-10"	"F, G"	2
"P_cryohalolentis_K5"	"F, G"	2
"P_faecalis_Iso-46"	"F, G"	2
"P_faecalis_PBFP-1"	"F, G"	2
"P_fjordensis_BSw21516B"	"F, G"	2
"P_fozii_NF23"	"F, G"	2
"P_frigidicola_ACAM304"	"F, G"	2
"P_frigidicola_ACAM309"	"F, G"	2
"P_fulvigenes_KC-40"	"F, G"	2
"P_glaciei_Blc20019"	"F, G"	2
"P_glacincola_1447"	"F, G"	2
