"strainID"	"COG_category"	"frequency"	"frequency_w_multiCOG_proteins"	"corrected_frequency"	"ecotype_rev"	"GeneNumber"	"finalCOGproportion"
"immobilis_064"	"F"	62	5	67	"restricted"	2753	0.0243370868143843
"immobilis_065"	"F"	62	6	68	"restricted"	2897	0.0234725578184329
"immobilis_066"	"F"	77	6	83	"restricted"	2792	0.0297277936962751
"immobilis_067"	"F"	71	5	76	"restricted"	2508	0.0303030303030303
"immobilis_068"	"F"	61	5	66	"restricted"	2910	0.022680412371134
"immobilis_069"	"F"	66	5	71	"restricted"	2844	0.0249648382559775
"immobilis_070"	"F"	66	5	71	"restricted"	2894	0.0245335176226676
"immobilis_071"	"F"	68	5	73	"flexible"	2626	0.0277989337395278
"immobilis_072"	"F"	63	5	68	"restricted"	2591	0.0262446931686607
"immobilis_073"	"F"	68	5	73	"restricted"	2774	0.0263157894736842
"immobilis_074"	"F"	68	5	73	"restricted"	2761	0.0264396957624049
"immobilis_075"	"F"	60	5	65	"restricted"	2708	0.0240029542097489
"immobilis_076"	"F"	71	5	76	"restricted"	2612	0.0290964777947933
"jeotgali_027"	"F"	70	5	75	"flexible"	2618	0.0286478227654698
"luti_022"	"F"	64	5	69	"restricted"	2431	0.0283833813245578
"lutiphocae_013"	"F"	62	5	67	"flexible"	2582	0.0259488768396592
"marincola_014"	"F"	71	4	75	"restricted"	2526	0.0296912114014252
"maritimus_015"	"F"	69	5	74	"flexible"	2591	0.0285604013894249
"maritimus_028"	"F"	70	5	75	"flexible"	2594	0.0289128758673863
"namhaensis_029"	"F"	66	4	70	"restricted"	2451	0.0285597715218278
"nivimaris_030"	"F"	71	4	75	"restricted"	2809	0.0266998932004272
"oceani_047"	"F"	68	4	72	"flexible"	2513	0.0286510147234381
"okhotskensis_031"	"F"	60	6	66	"restricted"	2830	0.023321554770318
"okhotskensis_080"	"F"	63	5	68	"restricted"	2832	0.0240112994350282
"pacificensis_032"	"F"	77	4	81	"flexible"	2737	0.0295944464742419
"phenylpyruvicus_090"	"F"	63	5	68	"flexible"	2721	0.0249908122013965
"piscatorii_048"	"F"	79	5	84	"flexible"	2961	0.0283687943262411
"priscuii_086"	"F"	71	6	77	"flexible"	2528	0.0304588607594937
"proteolyticus_016"	"F"	71	4	75	"restricted"	2503	0.0299640431482221
"pulmonis_088"	"F"	67	5	72	"flexible"	2445	0.0294478527607362
"pulmonis_089"	"F"	72	5	77	"flexible"	2864	0.0268854748603352
"salsus_033"	"F"	70	5	75	"restricted"	2417	0.0310302027306578
"sanguinis_017"	"F"	63	5	68	"flexible"	2483	0.0273862263391059
"sanguinis_091"	"F"	60	5	65	"flexible"	2574	0.0252525252525253
"sanguinis_092"	"F"	63	5	68	"flexible"	2639	0.0257673361121637
"sanguinis_093"	"F"	61	6	67	"flexible"	2564	0.0261310452418097
"sp1044_082"	"F"	66	5	71	"restricted"	2798	0.0253752680486061
"sp2ps_018"	"F"	69	5	74	"restricted"	2800	0.0264285714285714
"spCMS30_034"	"F"	69	5	74	"flexible"	2604	0.0284178187403994
"spDD43_036"	"F"	71	6	77	"restricted"	2513	0.0306406685236769
"spH71_040"	"F"	59	4	63	"flexible"	2612	0.0241194486983155
"spH81_042"	"F"	66	5	71	"restricted"	2832	0.0250706214689266
"spHII4_041"	"F"	58	4	62	"flexible"	2717	0.0228192859771807
"spIAM12030_053"	"F"	71	5	76	"restricted"	2669	0.0284750843012364
"spJCM18900_049"	"F"	78	4	82	"restricted"	2671	0.0307001123174841
"spJCM18902_051"	"F"	66	5	71	"restricted"	2721	0.0260933480338111
"spJCM18903_052"	"F"	67	5	72	"restricted"	2871	0.0250783699059561
"spNC44_083"	"F"	69	5	74	"restricted"	2689	0.0275195239866121
"spPi21_038"	"F"	72	4	76	"restricted"	2591	0.0293323041296797
"spPi251_037"	"F"	62	5	67	"restricted"	2736	0.0244883040935673
"spPi252_039"	"F"	78	4	82	"restricted"	2671	0.0307001123174841
"submarinus_043"	"F"	70	5	75	"restricted"	2555	0.0293542074363992
"urativorans_019"	"F"	74	9	83	"restricted"	2811	0.0295268587691213
"urativorans_084"	"F"	72	6	78	"restricted"	2276	0.0342706502636204
"vallis_020"	"F"	59	5	64	"restricted"	2678	0.023898431665422
"adeliensis_001"	"G"	54	8	62	"restricted"	2572	0.0241057542768274
"aestuarii_044"	"G"	45	8	53	"flexible"	2353	0.0225244368890778
"alimentarius_002"	"G"	49	13	62	"restricted"	2806	0.0220955096222381
"alimentarius_024"	"G"	50	14	64	"restricted"	2795	0.0228980322003578
"aquaticus_003"	"G"	44	11	55	"restricted"	2698	0.0203854707190511
"aquimaris_025"	"G"	53	12	65	"restricted"	2937	0.0221314266258086
"arcticus_004"	"G"	42	7	49	"restricted"	2165	0.0226327944572748
"arenosus_005"	"G"	52	11	63	"flexible"	2930	0.0215017064846416
"celer_006"	"G"	39	12	51	"flexible"	2477	0.0205894226887364
"cibarius_007"	"G"	43	10	53	"restricted"	2653	0.0199773840934791
"cibarius_026"	"G"	43	11	54	"restricted"	2973	0.0181634712411705
"ciconiae_008"	"G"	38	3	41	"flexible"	2167	0.018920166128288
"cryohalolentis_009"	"G"	47	8	55	"restricted"	2493	0.0220617729643
"faecalis_023"	"G"	40	8	48	"flexible"	2677	0.0179305192379529
"faecalis_087"	"G"	44	9	53	"flexible"	2548	0.0208006279434851
"fjordensis_054"	"G"	45	13	58	"restricted"	2796	0.0207439198855508
"fozii_021"	"G"	52	12	64	"flexible"	2846	0.022487702037948
"frigidicola_010"	"G"	42	6	48	"restricted"	2385	0.020125786163522
"frigidicola_056"	"G"	38	7	45	"restricted"	2327	0.0193382036957456
"fulvigenes_045"	"G"	51	9	60	"flexible"	2995	0.0200333889816361
"glaciei_055"	"G"	48	13	61	"restricted"	2772	0.022005772005772
"glacincola_011"	"G"	49	9	58	"restricted"	2645	0.0219281663516068
"glacincola_057"	"G"	43	11	54	"restricted"	2878	0.0187630298818624
"immobilis_012"	"G"	42	10	52	"restricted"	2676	0.0194319880418535
"immobilis_058"	"G"	43	10	53	"restricted"	2978	0.0177971793149765
"immobilis_059"	"G"	43	10	53	"restricted"	2914	0.018188057652711
"immobilis_060"	"G"	49	9	58	"restricted"	2664	0.0217717717717718
"immobilis_061"	"G"	43	10	53	"restricted"	2889	0.0183454482519903
"immobilis_062"	"G"	47	11	58	"restricted"	2607	0.0222477943996931
"immobilis_063"	"G"	48	12	60	"restricted"	2914	0.0205902539464653
"immobilis_064"	"G"	44	10	54	"restricted"	2753	0.0196149654921903
"immobilis_065"	"G"	44	12	56	"restricted"	2897	0.0193303417328271
"immobilis_066"	"G"	46	10	56	"restricted"	2792	0.0200573065902579
"immobilis_067"	"G"	41	7	48	"restricted"	2508	0.0191387559808612
"immobilis_068"	"G"	43	11	54	"restricted"	2910	0.0185567010309278
"immobilis_069"	"G"	44	10	54	"restricted"	2844	0.0189873417721519
"immobilis_070"	"G"	44	10	54	"restricted"	2894	0.0186592950932965
"immobilis_071"	"G"	47	9	56	"flexible"	2626	0.0213252094440213
"immobilis_072"	"G"	40	11	51	"restricted"	2591	0.0196835198764956
"immobilis_073"	"G"	41	11	52	"restricted"	2774	0.0187454938716655
"immobilis_074"	"G"	48	11	59	"restricted"	2761	0.0213690691778341
"immobilis_075"	"G"	41	12	53	"restricted"	2708	0.0195716395864106
"immobilis_076"	"G"	48	8	56	"restricted"	2612	0.0214395099540582
"jeotgali_027"	"G"	43	8	51	"flexible"	2618	0.0194805194805195
"luti_022"	"G"	43	7	50	"restricted"	2431	0.0205676676264912
"lutiphocae_013"	"G"	51	8	59	"flexible"	2582	0.02285050348567
"marincola_014"	"G"	50	8	58	"restricted"	2526	0.0229612034837688
"maritimus_015"	"G"	43	9	52	"flexible"	2591	0.0200694712466229
"maritimus_028"	"G"	46	8	54	"flexible"	2594	0.0208172706245181
"namhaensis_029"	"G"	43	7	50	"restricted"	2451	0.0203998368013056
"nivimaris_030"	"G"	47	11	58	"restricted"	2809	0.0206479174083304
"oceani_047"	"G"	43	9	52	"flexible"	2513	0.0206923995224831
"okhotskensis_031"	"G"	42	11	53	"restricted"	2830	0.0187279151943463
"okhotskensis_080"	"G"	44	11	55	"restricted"	2832	0.0194209039548023
"pacificensis_032"	"G"	45	9	54	"flexible"	2737	0.0197296309828279
"phenylpyruvicus_090"	"G"	46	8	54	"flexible"	2721	0.019845644983462
"piscatorii_048"	"G"	48	13	61	"flexible"	2961	0.0206011482607227
"priscuii_086"	"G"	45	8	53	"flexible"	2528	0.0209651898734177
"proteolyticus_016"	"G"	50	8	58	"restricted"	2503	0.0231721933679584
"pulmonis_088"	"G"	40	6	46	"flexible"	2445	0.0188139059304703
"pulmonis_089"	"G"	51	9	60	"flexible"	2864	0.0209497206703911
"salsus_033"	"G"	40	7	47	"restricted"	2417	0.0194455937112122
"sanguinis_017"	"G"	42	10	52	"flexible"	2483	0.0209424083769634
"sanguinis_091"	"G"	43	9	52	"flexible"	2574	0.0202020202020202
"sanguinis_092"	"G"	43	9	52	"flexible"	2639	0.0197044334975369
"sanguinis_093"	"G"	46	11	57	"flexible"	2564	0.0222308892355694
"sp1044_082"	"G"	42	10	52	"restricted"	2798	0.0185847033595425
"sp2ps_018"	"G"	52	14	66	"restricted"	2800	0.0235714285714286
"spCMS30_034"	"G"	46	9	55	"flexible"	2604	0.0211213517665131
"spDD43_036"	"G"	45	7	52	"restricted"	2513	0.0206923995224831
"spH71_040"	"G"	41	10	51	"flexible"	2612	0.0195252679938744
"spH81_042"	"G"	51	9	60	"restricted"	2832	0.0211864406779661
"spHII4_041"	"G"	40	9	49	"flexible"	2717	0.0180345969819654
"spIAM12030_053"	"G"	48	8	56	"restricted"	2669	0.0209816410640689
"spJCM18900_049"	"G"	52	13	65	"restricted"	2671	0.0243354548858106
"spJCM18902_051"	"G"	47	10	57	"restricted"	2721	0.0209481808158765
"spJCM18903_052"	"G"	42	10	52	"restricted"	2871	0.0181121560431905
"spNC44_083"	"G"	42	12	54	"restricted"	2689	0.0200818148010413
"spPi21_038"	"G"	47	10	57	"restricted"	2591	0.0219992280972597
"spPi251_037"	"G"	45	13	58	"restricted"	2736	0.0211988304093567
"spPi252_039"	"G"	48	9	57	"restricted"	2671	0.0213403219767877
"submarinus_043"	"G"	41	8	49	"restricted"	2555	0.0191780821917808
"urativorans_019"	"G"	45	9	54	"restricted"	2811	0.0192102454642476
"urativorans_084"	"G"	43	7	50	"restricted"	2276	0.0219683655536028
"vallis_020"	"G"	47	9	56	"restricted"	2678	0.0209111277072442
"adeliensis_001"	"H"	93	5	98	"restricted"	2572	0.0381026438569207
"aestuarii_044"	"H"	90	6	96	"flexible"	2353	0.0407989800254994
"alimentarius_002"	"H"	94	5	99	"restricted"	2806	0.0352815395580898
"alimentarius_024"	"H"	94	5	99	"restricted"	2795	0.0354203935599284
"aquaticus_003"	"H"	100	4	104	"restricted"	2698	0.0385470719051149
"aquimaris_025"	"H"	98	5	103	"restricted"	2937	0.0350697991147429
"arcticus_004"	"H"	83	4	87	"restricted"	2165	0.0401847575057737
"arenosus_005"	"H"	96	5	101	"flexible"	2930	0.0344709897610921
"celer_006"	"H"	94	4	98	"flexible"	2477	0.0395639886960032
"cibarius_007"	"H"	90	4	94	"restricted"	2653	0.0354315868827742
"cibarius_026"	"H"	97	6	103	"restricted"	2973	0.0346451395896401
"ciconiae_008"	"H"	86	3	89	"flexible"	2167	0.0410706045223812
"cryohalolentis_009"	"H"	91	5	96	"restricted"	2493	0.0385078219013237
"faecalis_023"	"H"	95	4	99	"flexible"	2677	0.0369816959282779
"faecalis_087"	"H"	92	4	96	"flexible"	2548	0.0376766091051805
"fjordensis_054"	"H"	90	4	94	"restricted"	2796	0.0336194563662375
"fozii_021"	"H"	90	6	96	"flexible"	2846	0.033731553056922
"frigidicola_010"	"H"	94	5	99	"restricted"	2385	0.0415094339622641
"frigidicola_056"	"H"	86	5	91	"restricted"	2327	0.0391061452513966
"fulvigenes_045"	"H"	95	5	100	"flexible"	2995	0.0333889816360601
"glaciei_055"	"H"	87	4	91	"restricted"	2772	0.0328282828282828
"glacincola_011"	"H"	88	5	93	"restricted"	2645	0.0351606805293006
"glacincola_057"	"H"	94	4	98	"restricted"	2878	0.034051424600417
"immobilis_012"	"H"	95	4	99	"restricted"	2676	0.0369955156950673
"immobilis_058"	"H"	92	4	96	"restricted"	2978	0.0322364002686367
"immobilis_059"	"H"	95	4	99	"restricted"	2914	0.0339739190116678
"immobilis_060"	"H"	92	5	97	"restricted"	2664	0.0364114114114114
"immobilis_061"	"H"	94	4	98	"restricted"	2889	0.0339217722395292
"immobilis_062"	"H"	93	4	97	"restricted"	2607	0.0372075182201764
"immobilis_063"	"H"	91	4	95	"restricted"	2914	0.0326012354152368
"immobilis_064"	"H"	88	4	92	"restricted"	2753	0.033418089357065
"immobilis_065"	"H"	94	4	98	"restricted"	2897	0.0338280980324474
"immobilis_066"	"H"	95	5	100	"restricted"	2792	0.0358166189111748
"immobilis_067"	"H"	86	4	90	"restricted"	2508	0.0358851674641148
"immobilis_068"	"H"	90	4	94	"restricted"	2910	0.0323024054982818
"immobilis_069"	"H"	90	4	94	"restricted"	2844	0.0330520393811533
"immobilis_070"	"H"	91	4	95	"restricted"	2894	0.0328265376641327
"immobilis_071"	"H"	89	4	93	"flexible"	2626	0.0354150799695354
"immobilis_072"	"H"	95	4	99	"restricted"	2591	0.038209185642609
"immobilis_073"	"H"	91	4	95	"restricted"	2774	0.0342465753424658
"immobilis_074"	"H"	93	5	98	"restricted"	2761	0.0354943860919957
"immobilis_075"	"H"	90	4	94	"restricted"	2708	0.034711964549483
"immobilis_076"	"H"	88	4	92	"restricted"	2612	0.0352220520673813
"jeotgali_027"	"H"	87	4	91	"flexible"	2618	0.0347593582887701
"luti_022"	"H"	90	4	94	"restricted"	2431	0.0386672151378034
"lutiphocae_013"	"H"	88	6	94	"flexible"	2582	0.0364058869093726
"marincola_014"	"H"	93	5	98	"restricted"	2526	0.0387965162311956
"maritimus_015"	"H"	90	4	94	"flexible"	2591	0.0362794287919722
"maritimus_028"	"H"	90	4	94	"flexible"	2594	0.0362374710871241
"namhaensis_029"	"H"	98	4	102	"restricted"	2451	0.0416156670746634
"nivimaris_030"	"H"	91	4	95	"restricted"	2809	0.0338198647205411
"oceani_047"	"H"	91	4	95	"flexible"	2513	0.0378034222045364
"okhotskensis_031"	"H"	90	4	94	"restricted"	2830	0.0332155477031802
"okhotskensis_080"	"H"	90	4	94	"restricted"	2832	0.0331920903954802
"pacificensis_032"	"H"	91	5	96	"flexible"	2737	0.0350748995250274
"phenylpyruvicus_090"	"H"	93	5	98	"flexible"	2721	0.0360161705255421
"piscatorii_048"	"H"	93	4	97	"flexible"	2961	0.0327592029719689
"priscuii_086"	"H"	91	5	96	"flexible"	2528	0.0379746835443038
"proteolyticus_016"	"H"	93	5	98	"restricted"	2503	0.0391530163803436
"pulmonis_088"	"H"	90	4	94	"flexible"	2445	0.0384458077709611
"pulmonis_089"	"H"	96	4	100	"flexible"	2864	0.0349162011173184
"salsus_033"	"H"	84	4	88	"restricted"	2417	0.0364087712039719
"sanguinis_017"	"H"	96	4	100	"flexible"	2483	0.0402738622633911
"sanguinis_091"	"H"	97	4	101	"flexible"	2574	0.0392385392385392
"sanguinis_092"	"H"	97	4	101	"flexible"	2639	0.0382720727548314
"sanguinis_093"	"H"	96	4	100	"flexible"	2564	0.0390015600624025
"sp1044_082"	"H"	91	4	95	"restricted"	2798	0.0339528234453181
"sp2ps_018"	"H"	99	5	104	"restricted"	2800	0.0371428571428571
"spCMS30_034"	"H"	90	4	94	"flexible"	2604	0.0360983102918587
"spDD43_036"	"H"	90	5	95	"restricted"	2513	0.0378034222045364
"spH71_040"	"H"	93	8	101	"flexible"	2612	0.0386676875957121
"spH81_042"	"H"	91	7	98	"restricted"	2832	0.0346045197740113
"spHII4_041"	"H"	91	4	95	"flexible"	2717	0.034965034965035
"spIAM12030_053"	"H"	88	4	92	"restricted"	2669	0.0344698388909704
"spJCM18900_049"	"H"	93	6	99	"restricted"	2671	0.0370647697491576
"spJCM18902_051"	"H"	92	7	99	"restricted"	2721	0.0363836824696803
"spJCM18903_052"	"H"	89	5	94	"restricted"	2871	0.0327412051549983
"spNC44_083"	"H"	89	4	93	"restricted"	2689	0.0345853477129044
"spPi21_038"	"H"	92	4	96	"restricted"	2591	0.0370513315322269
"spPi251_037"	"H"	90	4	94	"restricted"	2736	0.0343567251461988
"spPi252_039"	"H"	94	4	98	"restricted"	2671	0.0366903781355298
"submarinus_043"	"H"	86	4	90	"restricted"	2555	0.0352250489236791
"urativorans_019"	"H"	94	5	99	"restricted"	2811	0.0352187833511206
"urativorans_084"	"H"	88	6	94	"restricted"	2276	0.0413005272407733
"vallis_020"	"H"	103	4	107	"restricted"	2678	0.0399551904406273
"adeliensis_001"	"I"	105	7	112	"restricted"	2572	0.0435458786936236
"aestuarii_044"	"I"	64	6	70	"flexible"	2353	0.0297492562685933
"alimentarius_002"	"I"	102	10	112	"restricted"	2806	0.0399144689950107
"alimentarius_024"	"I"	107	9	116	"restricted"	2795	0.0415026833631485
"aquaticus_003"	"I"	93	6	99	"restricted"	2698	0.0366938472942921
"aquimaris_025"	"I"	107	5	112	"restricted"	2937	0.0381341504937011
"arcticus_004"	"I"	82	4	86	"restricted"	2165	0.0397228637413395
"arenosus_005"	"I"	105	9	114	"flexible"	2930	0.0389078498293515
"celer_006"	"I"	79	6	85	"flexible"	2477	0.0343157044812273
"cibarius_007"	"I"	87	9	96	"restricted"	2653	0.0361854504334715
"cibarius_026"	"I"	91	9	100	"restricted"	2973	0.0336360578540195
"ciconiae_008"	"I"	56	5	61	"flexible"	2167	0.0281495154591601
"cryohalolentis_009"	"I"	93	6	99	"restricted"	2493	0.0397111913357401
"faecalis_023"	"I"	81	7	88	"flexible"	2677	0.0328726186029137
"faecalis_087"	"I"	87	8	95	"flexible"	2548	0.0372841444270016
"fjordensis_054"	"I"	96	10	106	"restricted"	2796	0.0379113018597997
"fozii_021"	"I"	100	10	110	"flexible"	2846	0.0386507378777231
"frigidicola_010"	"I"	70	5	75	"restricted"	2385	0.0314465408805031
"frigidicola_056"	"I"	86	5	91	"restricted"	2327	0.0391061452513966
"fulvigenes_045"	"I"	105	7	112	"flexible"	2995	0.0373956594323873
"glaciei_055"	"I"	103	9	112	"restricted"	2772	0.0404040404040404
"glacincola_011"	"I"	96	6	102	"restricted"	2645	0.0385633270321361
"glacincola_057"	"I"	95	8	103	"restricted"	2878	0.0357887421820709
"immobilis_012"	"I"	90	9	99	"restricted"	2676	0.0369955156950673
"immobilis_058"	"I"	106	9	115	"restricted"	2978	0.0386165211551377
"immobilis_059"	"I"	91	8	99	"restricted"	2914	0.0339739190116678
"immobilis_060"	"I"	100	9	109	"restricted"	2664	0.0409159159159159
"immobilis_061"	"I"	91	9	100	"restricted"	2889	0.0346140533056421
"immobilis_062"	"I"	96	9	105	"restricted"	2607	0.0402761795166858
"immobilis_063"	"I"	106	9	115	"restricted"	2914	0.0394646533973919
"immobilis_064"	"I"	100	9	109	"restricted"	2753	0.0395931710860879
"immobilis_065"	"I"	101	10	111	"restricted"	2897	0.0383154987918536
"immobilis_066"	"I"	94	7	101	"restricted"	2792	0.0361747851002865
"immobilis_067"	"I"	89	8	97	"restricted"	2508	0.0386762360446571
"immobilis_068"	"I"	102	10	112	"restricted"	2910	0.0384879725085911
"immobilis_069"	"I"	89	9	98	"restricted"	2844	0.0344585091420534
"immobilis_070"	"I"	89	9	98	"restricted"	2894	0.0338631651693158
"immobilis_071"	"I"	91	9	100	"flexible"	2626	0.0380807311500381
"immobilis_072"	"I"	85	7	92	"restricted"	2591	0.0355075260517175
"immobilis_073"	"I"	88	9	97	"restricted"	2774	0.0349675558759913
"immobilis_074"	"I"	103	8	111	"restricted"	2761	0.0402028250633828
"immobilis_075"	"I"	85	7	92	"restricted"	2708	0.03397341211226
"immobilis_076"	"I"	98	7	105	"restricted"	2612	0.0401990811638591
"jeotgali_027"	"I"	93	8	101	"flexible"	2618	0.0385790679908327
"luti_022"	"I"	86	7	93	"restricted"	2431	0.0382558617852735
"lutiphocae_013"	"I"	91	2	93	"flexible"	2582	0.0360185902401239
"marincola_014"	"I"	101	7	108	"restricted"	2526	0.0427553444180523
"maritimus_015"	"I"	95	8	103	"flexible"	2591	0.0397529911231185
"maritimus_028"	"I"	90	7	97	"flexible"	2594	0.0373939861218196
"namhaensis_029"	"I"	83	5	88	"restricted"	2451	0.0359037127702978
"nivimaris_030"	"I"	102	11	113	"restricted"	2809	0.0402278390886436
"oceani_047"	"I"	88	7	95	"flexible"	2513	0.0378034222045364
"okhotskensis_031"	"I"	103	10	113	"restricted"	2830	0.0399293286219081
"okhotskensis_080"	"I"	102	10	112	"restricted"	2832	0.0395480225988701
"pacificensis_032"	"I"	90	6	96	"flexible"	2737	0.0350748995250274
"phenylpyruvicus_090"	"I"	88	3	91	"flexible"	2721	0.0334435869165748
"piscatorii_048"	"I"	101	7	108	"flexible"	2961	0.0364741641337386
"priscuii_086"	"I"	94	7	101	"flexible"	2528	0.0399525316455696
"proteolyticus_016"	"I"	101	7	108	"restricted"	2503	0.0431482221334399
"pulmonis_088"	"I"	84	9	93	"flexible"	2445	0.0380368098159509
"pulmonis_089"	"I"	87	7	94	"flexible"	2864	0.0328212290502793
"salsus_033"	"I"	89	7	96	"restricted"	2417	0.039718659495242
"sanguinis_017"	"I"	86	4	90	"flexible"	2483	0.036246476037052
"sanguinis_091"	"I"	87	4	91	"flexible"	2574	0.0353535353535354
"sanguinis_092"	"I"	86	4	90	"flexible"	2639	0.0341038272072755
"sanguinis_093"	"I"	90	4	94	"flexible"	2564	0.0366614664586583
"sp1044_082"	"I"	91	9	100	"restricted"	2798	0.0357398141529664
"sp2ps_018"	"I"	108	6	114	"restricted"	2800	0.0407142857142857
"spCMS30_034"	"I"	89	7	96	"flexible"	2604	0.0368663594470046
"spDD43_036"	"I"	91	6	97	"restricted"	2513	0.0385992837246319
"spH71_040"	"I"	91	4	95	"flexible"	2612	0.0363705972434916
"spH81_042"	"I"	98	9	107	"restricted"	2832	0.0377824858757062
"spHII4_041"	"I"	80	5	85	"flexible"	2717	0.0312845049687155
"spIAM12030_053"	"I"	98	7	105	"restricted"	2669	0.0393405769951293
"spJCM18900_049"	"I"	100	9	109	"restricted"	2671	0.0408086858854362
"spJCM18902_051"	"I"	96	10	106	"restricted"	2721	0.0389562660786476
"spJCM18903_052"	"I"	91	10	101	"restricted"	2871	0.0351793800069662
"spNC44_083"	"I"	86	9	95	"restricted"	2689	0.0353291186314615
"spPi21_038"	"I"	96	8	104	"restricted"	2591	0.0401389424932459
"spPi251_037"	"I"	103	9	112	"restricted"	2736	0.0409356725146199
"spPi252_039"	"I"	101	8	109	"restricted"	2671	0.0408086858854362
"submarinus_043"	"I"	99	8	107	"restricted"	2555	0.0418786692759296
"urativorans_019"	"I"	87	8	95	"restricted"	2811	0.0337958022056208
"urativorans_084"	"I"	82	5	87	"restricted"	2276	0.0382249560632689
"vallis_020"	"I"	86	5	91	"restricted"	2678	0.0339805825242718
"adeliensis_001"	"J"	159	2	161	"restricted"	2572	0.062597200622084
"aestuarii_044"	"J"	157	2	159	"flexible"	2353	0.0675733106672333
"alimentarius_002"	"J"	159	3	162	"restricted"	2806	0.0577334283677833
"alimentarius_024"	"J"	161	3	164	"restricted"	2795	0.0586762075134168
"aquaticus_003"	"J"	160	3	163	"restricted"	2698	0.0604151223128243
"aquimaris_025"	"J"	159	3	162	"restricted"	2937	0.0551583248212462
"arcticus_004"	"J"	153	4	157	"restricted"	2165	0.0725173210161663
"arenosus_005"	"J"	161	3	164	"flexible"	2930	0.0559726962457338
"celer_006"	"J"	155	3	158	"flexible"	2477	0.063786838918046
"cibarius_007"	"J"	157	4	161	"restricted"	2653	0.0606860158311346
"cibarius_026"	"J"	164	4	168	"restricted"	2973	0.0565085771947528
"ciconiae_008"	"J"	152	4	156	"flexible"	2167	0.071988924780803
"cryohalolentis_009"	"J"	160	4	164	"restricted"	2493	0.0657841957480947
"faecalis_023"	"J"	159	4	163	"flexible"	2677	0.0608890549122152
"faecalis_087"	"J"	155	4	159	"flexible"	2548	0.0624018838304553
"fjordensis_054"	"J"	158	2	160	"restricted"	2796	0.0572246065808298
"fozii_021"	"J"	161	2	163	"flexible"	2846	0.0572733661278988
"frigidicola_010"	"J"	158	4	162	"restricted"	2385	0.0679245283018868
"frigidicola_056"	"J"	156	3	159	"restricted"	2327	0.0683283197249678
"fulvigenes_045"	"J"	165	3	168	"flexible"	2995	0.056093489148581
"glaciei_055"	"J"	161	2	163	"restricted"	2772	0.0588023088023088
"glacincola_011"	"J"	160	4	164	"restricted"	2645	0.0620037807183365
"glacincola_057"	"J"	167	5	172	"restricted"	2878	0.0597637248088951
"immobilis_012"	"J"	162	4	166	"restricted"	2676	0.0620328849028401
"immobilis_058"	"J"	159	5	164	"restricted"	2978	0.0550705171255876
"immobilis_059"	"J"	160	3	163	"restricted"	2914	0.0559368565545642
"immobilis_060"	"J"	157	2	159	"restricted"	2664	0.0596846846846847
"immobilis_061"	"J"	161	3	164	"restricted"	2889	0.056767047421253
"immobilis_062"	"J"	156	2	158	"restricted"	2607	0.0606060606060606
"immobilis_063"	"J"	161	4	165	"restricted"	2914	0.0566231983527797
"immobilis_064"	"J"	158	4	162	"restricted"	2753	0.058844896476571
"immobilis_065"	"J"	159	3	162	"restricted"	2897	0.0559199171556783
"immobilis_066"	"J"	161	4	165	"restricted"	2792	0.0590974212034384
"immobilis_067"	"J"	158	4	162	"restricted"	2508	0.0645933014354067
"immobilis_068"	"J"	157	4	161	"restricted"	2910	0.0553264604810997
"immobilis_069"	"J"	161	3	164	"restricted"	2844	0.0576652601969058
"immobilis_070"	"J"	161	3	164	"restricted"	2894	0.0566689702833449
"immobilis_071"	"J"	158	3	161	"flexible"	2626	0.0613099771515613
"immobilis_072"	"J"	157	4	161	"restricted"	2591	0.0621381705905056
"immobilis_073"	"J"	160	4	164	"restricted"	2774	0.0591204037490988
"immobilis_074"	"J"	163	4	167	"restricted"	2761	0.0604853314016661
"immobilis_075"	"J"	157	3	160	"restricted"	2708	0.0590841949778434
"immobilis_076"	"J"	157	4	161	"restricted"	2612	0.0616385911179173
"jeotgali_027"	"J"	162	6	168	"flexible"	2618	0.0641711229946524
"luti_022"	"J"	157	4	161	"restricted"	2431	0.0662278897573015
"lutiphocae_013"	"J"	154	3	157	"flexible"	2582	0.0608055770720372
"marincola_014"	"J"	155	2	157	"restricted"	2526	0.06215360253365
"maritimus_015"	"J"	156	4	160	"flexible"	2591	0.0617522192203782
"maritimus_028"	"J"	156	4	160	"flexible"	2594	0.0616808018504241
"namhaensis_029"	"J"	156	2	158	"restricted"	2451	0.0644634842921257
"nivimaris_030"	"J"	155	2	157	"restricted"	2809	0.0558917764328943
"oceani_047"	"J"	155	4	159	"flexible"	2513	0.0632709908475925
"okhotskensis_031"	"J"	157	4	161	"restricted"	2830	0.0568904593639576
"okhotskensis_080"	"J"	158	4	162	"restricted"	2832	0.0572033898305085
"pacificensis_032"	"J"	155	4	159	"flexible"	2737	0.0580928023383266
"phenylpyruvicus_090"	"J"	159	3	162	"flexible"	2721	0.0595369349503859
"piscatorii_048"	"J"	160	4	164	"flexible"	2961	0.055386693684566
"priscuii_086"	"J"	160	4	164	"flexible"	2528	0.064873417721519
"proteolyticus_016"	"J"	157	2	159	"restricted"	2503	0.0635237714742309
"pulmonis_088"	"J"	156	3	159	"flexible"	2445	0.0650306748466258
"pulmonis_089"	"J"	161	4	165	"flexible"	2864	0.0576117318435754
"salsus_033"	"J"	159	5	164	"restricted"	2417	0.0678527099710385
